CaseID,ActivityID,CompleteTimestamp,Resource
case_1138,D3,1970-01-01 03:00:00,V
case_1138,E,1970-01-01 04:00:00,Q
case_1138,F,1970-01-01 05:00:00,C
case_1138,G3,1970-01-01 06:00:00,O
case_1138,H,1970-01-01 07:00:00,H
case_1138,I,1970-01-01 08:00:00,A
case_707,A,1970-01-01 00:00:00,H
case_707,B,1970-01-01 01:00:00,T
case_707,C,1970-01-01 02:00:00,B
case_707,D3,1970-01-01 03:00:00,J
case_707,D2,1970-01-01 03:00:00,Z
case_707,D1,1970-01-01 03:00:00,J
case_707,E,1970-01-01 04:00:00,F
case_707,F,1970-01-01 05:00:00,A
case_707,G1,1970-01-01 06:00:00,X
case_707,H,1970-01-01 07:00:00,M
case_707,I,1970-01-01 08:00:00,R
case_1701,A,1970-01-01 00:00:00,K
case_1701,B,1970-01-01 01:00:00,S
case_1701,C,1970-01-01 02:00:00,F
case_1701,D3,1970-01-01 03:00:00,G
case_1701,D2,1970-01-01 03:00:00,X
case_1701,D1,1970-01-01 03:00:00,C
case_1701,E,1970-01-01 04:00:00,L
case_1701,F,1970-01-01 05:00:00,C
case_1701,G3,1970-01-01 06:00:00,L
case_1701,H,1970-01-01 07:00:00,E
case_1701,I,1970-01-01 08:00:00,M
case_142,A,1970-01-01 00:00:00,I
case_142,B,1970-01-01 01:00:00,L
case_142,C,1970-01-01 02:00:00,Y
case_142,D3,1970-01-01 03:00:00,B
case_142,D2,1970-01-01 03:00:00,A
case_142,D1,1970-01-01 03:00:00,I
case_142,E,1970-01-01 04:00:00,Y
case_142,F,1970-01-01 05:00:00,C
case_142,G3,1970-01-01 06:00:00,S
case_142,H,1970-01-01 07:00:00,P
case_142,I,1970-01-01 08:00:00,G
case_1811,A,1970-01-01 00:00:00,Q
case_1811,B,1970-01-01 01:00:00,P
case_1811,C,1970-01-01 02:00:00,Y
case_1811,D2,1970-01-01 03:00:00,M
case_1811,D3,1970-01-01 03:00:00,F
case_1811,D1,1970-01-01 03:00:00,C
case_1811,E,1970-01-01 04:00:00,K
case_1811,F,1970-01-01 05:00:00,A
case_1811,G1,1970-01-01 06:00:00,Q
case_1811,H,1970-01-01 07:00:00,W
case_1811,I,1970-01-01 08:00:00,Y
case_54,A,1970-01-01 00:00:00,D
case_54,B,1970-01-01 01:00:00,U
case_54,C,1970-01-01 02:00:00,B
case_54,D2,1970-01-01 03:00:00,L
case_54,D3,1970-01-01 03:00:00,Z
case_54,D1,1970-01-01 03:00:00,K
case_54,E,1970-01-01 04:00:00,I
case_54,F,1970-01-01 05:00:00,B
case_54,G2,1970-01-01 06:00:00,R
case_54,H,1970-01-01 07:00:00,B
case_54,I,1970-01-01 08:00:00,Y
case_125,A,1970-01-01 00:00:00,B
case_125,B,1970-01-01 01:00:00,O
case_125,C,1970-01-01 02:00:00,Y
case_125,D3,1970-01-01 03:00:00,C
case_125,D1,1970-01-01 03:00:00,J
case_125,D2,1970-01-01 03:00:00,E
case_125,E,1970-01-01 04:00:00,K
case_125,F,1970-01-01 05:00:00,A
case_125,G1,1970-01-01 06:00:00,G
case_125,H,1970-01-01 07:00:00,A
case_125,I,1970-01-01 08:00:00,U
case_298,A,1970-01-01 00:00:00,K
case_298,B,1970-01-01 01:00:00,A
case_298,C,1970-01-01 02:00:00,S
case_298,D2,1970-01-01 03:00:00,B
case_298,D3,1970-01-01 03:00:00,Q
case_298,D1,1970-01-01 03:00:00,I
case_298,E,1970-01-01 04:00:00,X
case_298,F,1970-01-01 05:00:00,B
case_298,G2,1970-01-01 06:00:00,V
case_298,H,1970-01-01 07:00:00,Y
case_298,I,1970-01-01 08:00:00,B
case_1316,A,1970-01-01 00:00:00,I
case_1316,B,1970-01-01 01:00:00,B
case_1316,C,1970-01-01 02:00:00,G
case_1316,D1,1970-01-01 03:00:00,J
case_1316,D3,1970-01-01 03:00:00,K
case_1316,D2,1970-01-01 03:00:00,S
case_1316,E,1970-01-01 04:00:00,O
case_1316,F,1970-01-01 05:00:00,C
case_1316,G3,1970-01-01 06:00:00,S
case_1316,H,1970-01-01 07:00:00,Q
case_1316,I,1970-01-01 08:00:00,Y
case_1437,A,1970-01-01 00:00:00,C
case_1437,B,1970-01-01 01:00:00,O
case_1437,C,1970-01-01 02:00:00,E
case_1437,D2,1970-01-01 03:00:00,C
case_1437,D1,1970-01-01 03:00:00,K
case_1437,D3,1970-01-01 03:00:00,B
case_1437,E,1970-01-01 04:00:00,U
case_1437,F,1970-01-01 05:00:00,B
case_1437,G2,1970-01-01 06:00:00,Y
case_1437,H,1970-01-01 07:00:00,S
case_1437,I,1970-01-01 08:00:00,Z
case_300,A,1970-01-01 00:00:00,J
case_300,B,1970-01-01 01:00:00,Y
case_300,C,1970-01-01 02:00:00,I
case_300,D2,1970-01-01 03:00:00,O
case_300,D1,1970-01-01 03:00:00,U
case_300,D3,1970-01-01 03:00:00,W
case_300,E,1970-01-01 04:00:00,K
case_300,F,1970-01-01 05:00:00,B
case_300,G2,1970-01-01 06:00:00,Q
case_300,H,1970-01-01 07:00:00,E
case_300,I,1970-01-01 08:00:00,Q
case_1651,A,1970-01-01 00:00:00,N
case_1651,B,1970-01-01 01:00:00,C
case_1651,C,1970-01-01 02:00:00,J
case_1651,D1,1970-01-01 03:00:00,I
case_1651,D2,1970-01-01 03:00:00,N
case_1651,D3,1970-01-01 03:00:00,D
case_1651,E,1970-01-01 04:00:00,T
case_1651,F,1970-01-01 05:00:00,C
case_1651,G3,1970-01-01 06:00:00,R
case_1651,H,1970-01-01 07:00:00,T
case_1651,I,1970-01-01 08:00:00,J
case_397,A,1970-01-01 00:00:00,L
case_397,B,1970-01-01 01:00:00,J
case_397,C,1970-01-01 02:00:00,V
case_397,D1,1970-01-01 03:00:00,T
case_397,D2,1970-01-01 03:00:00,A
case_397,D3,1970-01-01 03:00:00,Z
case_397,E,1970-01-01 04:00:00,S
case_397,F,1970-01-01 05:00:00,A
case_397,G1,1970-01-01 06:00:00,D
case_397,H,1970-01-01 07:00:00,A
case_397,I,1970-01-01 08:00:00,G
case_1907,A,1970-01-01 00:00:00,L
case_1907,B,1970-01-01 01:00:00,F
case_1907,C,1970-01-01 02:00:00,Q
case_1907,D3,1970-01-01 03:00:00,N
case_1907,D2,1970-01-01 03:00:00,W
case_1907,D1,1970-01-01 03:00:00,I
case_1907,E,1970-01-01 04:00:00,G
case_1907,F,1970-01-01 05:00:00,B
case_1907,G2,1970-01-01 06:00:00,F
case_1907,H,1970-01-01 07:00:00,T
case_1907,I,1970-01-01 08:00:00,S
case_528,A,1970-01-01 00:00:00,C
case_528,B,1970-01-01 01:00:00,L
case_528,C,1970-01-01 02:00:00,N
case_528,D1,1970-01-01 03:00:00,E
case_528,D2,1970-01-01 03:00:00,Y
case_528,D3,1970-01-01 03:00:00,U
case_528,E,1970-01-01 04:00:00,A
case_528,F,1970-01-01 05:00:00,C
case_528,G3,1970-01-01 06:00:00,K
case_528,H,1970-01-01 07:00:00,X
case_528,I,1970-01-01 08:00:00,J
case_1637,A,1970-01-01 00:00:00,D
case_1637,B,1970-01-01 01:00:00,Y
case_1637,C,1970-01-01 02:00:00,C
case_1637,D1,1970-01-01 03:00:00,J
case_1637,D2,1970-01-01 03:00:00,S
case_1637,D3,1970-01-01 03:00:00,S
case_1637,E,1970-01-01 04:00:00,D
case_1637,F,1970-01-01 05:00:00,B
case_1637,G2,1970-01-01 06:00:00,J
case_1637,H,1970-01-01 07:00:00,E
case_1637,I,1970-01-01 08:00:00,J
case_739,A,1970-01-01 00:00:00,C
case_739,B,1970-01-01 01:00:00,T
case_739,C,1970-01-01 02:00:00,Z
case_739,D3,1970-01-01 03:00:00,R
case_739,D1,1970-01-01 03:00:00,H
case_739,D2,1970-01-01 03:00:00,N
case_739,E,1970-01-01 04:00:00,E
case_739,F,1970-01-01 05:00:00,B
case_739,G2,1970-01-01 06:00:00,I
case_739,H,1970-01-01 07:00:00,J
case_739,I,1970-01-01 08:00:00,D
case_336,A,1970-01-01 00:00:00,Y
case_336,B,1970-01-01 01:00:00,W
case_336,C,1970-01-01 02:00:00,F
case_336,D1,1970-01-01 03:00:00,U
case_336,D2,1970-01-01 03:00:00,B
case_336,D3,1970-01-01 03:00:00,P
case_336,E,1970-01-01 04:00:00,B
case_336,F,1970-01-01 05:00:00,A
case_336,G1,1970-01-01 06:00:00,F
case_336,H,1970-01-01 07:00:00,F
case_336,I,1970-01-01 08:00:00,F
case_676,A,1970-01-01 00:00:00,A
case_676,B,1970-01-01 01:00:00,B
case_676,C,1970-01-01 02:00:00,E
case_676,D2,1970-01-01 03:00:00,R
case_676,D1,1970-01-01 03:00:00,J
case_676,D3,1970-01-01 03:00:00,Q
case_676,E,1970-01-01 04:00:00,X
case_676,F,1970-01-01 05:00:00,C
case_676,G3,1970-01-01 06:00:00,H
case_676,H,1970-01-01 07:00:00,Z
case_676,I,1970-01-01 08:00:00,N
case_553,A,1970-01-01 00:00:00,B
case_553,B,1970-01-01 01:00:00,W
case_553,C,1970-01-01 02:00:00,I
case_553,D2,1970-01-01 03:00:00,G
case_553,D3,1970-01-01 03:00:00,Z
case_553,D1,1970-01-01 03:00:00,V
case_553,E,1970-01-01 04:00:00,Y
case_553,F,1970-01-01 05:00:00,B
case_553,G2,1970-01-01 06:00:00,N
case_553,H,1970-01-01 07:00:00,S
case_553,I,1970-01-01 08:00:00,P
case_1197,A,1970-01-01 00:00:00,J
case_1197,B,1970-01-01 01:00:00,F
case_1197,C,1970-01-01 02:00:00,S
case_1197,D2,1970-01-01 03:00:00,Y
case_1197,D1,1970-01-01 03:00:00,X
case_1197,D3,1970-01-01 03:00:00,H
case_1197,E,1970-01-01 04:00:00,B
case_1197,F,1970-01-01 05:00:00,B
case_1197,G2,1970-01-01 06:00:00,L
case_1197,H,1970-01-01 07:00:00,D
case_1197,I,1970-01-01 08:00:00,X
case_560,A,1970-01-01 00:00:00,U
case_560,B,1970-01-01 01:00:00,U
case_560,C,1970-01-01 02:00:00,B
case_560,D1,1970-01-01 03:00:00,V
case_560,D2,1970-01-01 03:00:00,T
case_560,D3,1970-01-01 03:00:00,L
case_560,E,1970-01-01 04:00:00,C
case_560,F,1970-01-01 05:00:00,C
case_560,G3,1970-01-01 06:00:00,B
case_560,H,1970-01-01 07:00:00,E
case_560,I,1970-01-01 08:00:00,J
case_878,A,1970-01-01 00:00:00,R
case_878,B,1970-01-01 01:00:00,O
case_878,C,1970-01-01 02:00:00,O
case_878,D2,1970-01-01 03:00:00,L
case_878,D1,1970-01-01 03:00:00,S
case_878,D3,1970-01-01 03:00:00,G
case_878,E,1970-01-01 04:00:00,C
case_878,F,1970-01-01 05:00:00,A
case_878,G1,1970-01-01 06:00:00,X
case_878,H,1970-01-01 07:00:00,S
case_878,I,1970-01-01 08:00:00,W
case_221,A,1970-01-01 00:00:00,D
case_221,B,1970-01-01 01:00:00,C
case_221,C,1970-01-01 02:00:00,O
case_221,D2,1970-01-01 03:00:00,P
case_221,D1,1970-01-01 03:00:00,U
case_221,D3,1970-01-01 03:00:00,A
case_221,E,1970-01-01 04:00:00,Q
case_221,F,1970-01-01 05:00:00,B
case_221,G2,1970-01-01 06:00:00,Z
case_221,H,1970-01-01 07:00:00,L
case_221,I,1970-01-01 08:00:00,S
case_1388,A,1970-01-01 00:00:00,W
case_1388,B,1970-01-01 01:00:00,D
case_1388,C,1970-01-01 02:00:00,Y
case_1388,D2,1970-01-01 03:00:00,Z
case_1388,D3,1970-01-01 03:00:00,T
case_1388,D1,1970-01-01 03:00:00,E
case_1388,E,1970-01-01 04:00:00,U
case_1388,F,1970-01-01 05:00:00,C
case_1388,G3,1970-01-01 06:00:00,C
case_1388,H,1970-01-01 07:00:00,R
case_1388,I,1970-01-01 08:00:00,Y
case_39,A,1970-01-01 00:00:00,X
case_39,B,1970-01-01 01:00:00,W
case_39,C,1970-01-01 02:00:00,H
case_39,D2,1970-01-01 03:00:00,U
case_39,D1,1970-01-01 03:00:00,K
case_39,D3,1970-01-01 03:00:00,P
case_39,E,1970-01-01 04:00:00,L
case_39,F,1970-01-01 05:00:00,C
case_39,G3,1970-01-01 06:00:00,A
case_39,H,1970-01-01 07:00:00,M
case_39,I,1970-01-01 08:00:00,V
case_900,A,1970-01-01 00:00:00,I
case_900,B,1970-01-01 01:00:00,M
case_900,C,1970-01-01 02:00:00,W
case_900,D2,1970-01-01 03:00:00,G
case_900,D1,1970-01-01 03:00:00,H
case_900,D3,1970-01-01 03:00:00,S
case_900,E,1970-01-01 04:00:00,S
case_900,F,1970-01-01 05:00:00,B
case_900,G2,1970-01-01 06:00:00,D
case_900,H,1970-01-01 07:00:00,H
case_900,I,1970-01-01 08:00:00,B
case_1058,A,1970-01-01 00:00:00,F
case_1058,B,1970-01-01 01:00:00,G
case_1058,C,1970-01-01 02:00:00,U
case_1058,D2,1970-01-01 03:00:00,T
case_1058,D3,1970-01-01 03:00:00,A
case_1058,D1,1970-01-01 03:00:00,E
case_1058,E,1970-01-01 04:00:00,M
case_1058,F,1970-01-01 05:00:00,C
case_1058,G3,1970-01-01 06:00:00,F
case_1058,H,1970-01-01 07:00:00,O
case_1058,I,1970-01-01 08:00:00,F
case_1678,A,1970-01-01 00:00:00,N
case_1678,B,1970-01-01 01:00:00,E
case_1678,C,1970-01-01 02:00:00,S
case_1678,D2,1970-01-01 03:00:00,H
case_1678,D1,1970-01-01 03:00:00,W
case_1678,D3,1970-01-01 03:00:00,D
case_1678,E,1970-01-01 04:00:00,L
case_1678,F,1970-01-01 05:00:00,B
case_1678,G2,1970-01-01 06:00:00,H
case_1678,H,1970-01-01 07:00:00,Z
case_1678,I,1970-01-01 08:00:00,H
case_1646,A,1970-01-01 00:00:00,M
case_1646,B,1970-01-01 01:00:00,I
case_1646,C,1970-01-01 02:00:00,W
case_1646,D1,1970-01-01 03:00:00,M
case_1646,D3,1970-01-01 03:00:00,B
case_1646,D2,1970-01-01 03:00:00,A
case_1646,E,1970-01-01 04:00:00,U
case_1646,F,1970-01-01 05:00:00,C
case_1646,G3,1970-01-01 06:00:00,N
case_1646,H,1970-01-01 07:00:00,I
case_1646,I,1970-01-01 08:00:00,I
case_1724,A,1970-01-01 00:00:00,A
case_1724,B,1970-01-01 01:00:00,Y
case_1724,C,1970-01-01 02:00:00,H
case_1724,D3,1970-01-01 03:00:00,G
case_1724,D2,1970-01-01 03:00:00,K
case_1724,D1,1970-01-01 03:00:00,A
case_1724,E,1970-01-01 04:00:00,M
case_1724,F,1970-01-01 05:00:00,C
case_1724,G3,1970-01-01 06:00:00,J
case_1724,H,1970-01-01 07:00:00,X
case_1724,I,1970-01-01 08:00:00,K
case_1213,A,1970-01-01 00:00:00,V
case_1213,B,1970-01-01 01:00:00,I
case_1213,C,1970-01-01 02:00:00,E
case_1213,D2,1970-01-01 03:00:00,Y
case_1213,D1,1970-01-01 03:00:00,T
case_1213,D3,1970-01-01 03:00:00,N
case_1213,E,1970-01-01 04:00:00,J
case_1213,F,1970-01-01 05:00:00,C
case_1213,G3,1970-01-01 06:00:00,B
case_1213,H,1970-01-01 07:00:00,Q
case_1213,I,1970-01-01 08:00:00,V
case_1942,A,1970-01-01 00:00:00,H
case_1942,B,1970-01-01 01:00:00,T
case_1942,C,1970-01-01 02:00:00,C
case_1942,D1,1970-01-01 03:00:00,D
case_1942,D3,1970-01-01 03:00:00,S
case_1942,D2,1970-01-01 03:00:00,U
case_1942,E,1970-01-01 04:00:00,G
case_1942,F,1970-01-01 05:00:00,A
case_1942,G1,1970-01-01 06:00:00,L
case_1942,H,1970-01-01 07:00:00,F
case_1942,I,1970-01-01 08:00:00,R
case_1283,A,1970-01-01 00:00:00,T
case_1283,B,1970-01-01 01:00:00,D
case_1283,C,1970-01-01 02:00:00,R
case_1283,D2,1970-01-01 03:00:00,O
case_1283,D1,1970-01-01 03:00:00,V
case_1283,D3,1970-01-01 03:00:00,Q
case_1283,E,1970-01-01 04:00:00,G
case_1283,F,1970-01-01 05:00:00,A
case_1283,G1,1970-01-01 06:00:00,S
case_1283,H,1970-01-01 07:00:00,R
case_1283,I,1970-01-01 08:00:00,M
case_398,A,1970-01-01 00:00:00,F
case_398,B,1970-01-01 01:00:00,A
case_398,C,1970-01-01 02:00:00,X
case_398,D2,1970-01-01 03:00:00,X
case_398,D3,1970-01-01 03:00:00,N
case_398,D1,1970-01-01 03:00:00,E
case_398,E,1970-01-01 04:00:00,C
case_398,F,1970-01-01 05:00:00,C
case_398,G3,1970-01-01 06:00:00,Q
case_398,H,1970-01-01 07:00:00,G
case_398,I,1970-01-01 08:00:00,W
case_941,A,1970-01-01 00:00:00,F
case_941,B,1970-01-01 01:00:00,G
case_941,C,1970-01-01 02:00:00,H
case_941,D2,1970-01-01 03:00:00,N
case_941,D3,1970-01-01 03:00:00,E
case_941,D1,1970-01-01 03:00:00,W
case_941,E,1970-01-01 04:00:00,W
case_941,F,1970-01-01 05:00:00,B
case_941,G2,1970-01-01 06:00:00,W
case_941,H,1970-01-01 07:00:00,P
case_941,I,1970-01-01 08:00:00,R
case_1888,A,1970-01-01 00:00:00,J
case_1888,B,1970-01-01 01:00:00,W
case_1888,C,1970-01-01 02:00:00,R
case_1888,D2,1970-01-01 03:00:00,D
case_1888,D3,1970-01-01 03:00:00,Z
case_1888,D1,1970-01-01 03:00:00,Y
case_1888,E,1970-01-01 04:00:00,W
case_1888,F,1970-01-01 05:00:00,B
case_1888,G2,1970-01-01 06:00:00,X
case_1888,H,1970-01-01 07:00:00,D
case_1888,I,1970-01-01 08:00:00,R
case_246,A,1970-01-01 00:00:00,W
case_246,B,1970-01-01 01:00:00,Q
case_246,C,1970-01-01 02:00:00,L
case_246,D1,1970-01-01 03:00:00,V
case_246,D2,1970-01-01 03:00:00,R
case_246,D3,1970-01-01 03:00:00,T
case_246,E,1970-01-01 04:00:00,N
case_246,F,1970-01-01 05:00:00,C
case_246,G3,1970-01-01 06:00:00,R
case_246,H,1970-01-01 07:00:00,X
case_246,I,1970-01-01 08:00:00,D
case_731,A,1970-01-01 00:00:00,F
case_731,B,1970-01-01 01:00:00,N
case_731,C,1970-01-01 02:00:00,M
case_731,D3,1970-01-01 03:00:00,A
case_731,D1,1970-01-01 03:00:00,Q
case_731,D2,1970-01-01 03:00:00,C
case_731,E,1970-01-01 04:00:00,K
case_731,F,1970-01-01 05:00:00,B
case_731,G2,1970-01-01 06:00:00,Z
case_731,H,1970-01-01 07:00:00,N
case_731,I,1970-01-01 08:00:00,P
case_1707,A,1970-01-01 00:00:00,K
case_1707,B,1970-01-01 01:00:00,X
case_1707,C,1970-01-01 02:00:00,M
case_1707,D1,1970-01-01 03:00:00,K
case_1707,D3,1970-01-01 03:00:00,O
case_1707,D2,1970-01-01 03:00:00,B
case_1707,E,1970-01-01 04:00:00,T
case_1707,F,1970-01-01 05:00:00,A
case_1707,G1,1970-01-01 06:00:00,L
case_1707,H,1970-01-01 07:00:00,C
case_1707,I,1970-01-01 08:00:00,A
case_1051,A,1970-01-01 00:00:00,Y
case_1051,B,1970-01-01 01:00:00,B
case_1051,C,1970-01-01 02:00:00,I
case_1051,D3,1970-01-01 03:00:00,N
case_1051,D2,1970-01-01 03:00:00,A
case_1051,D1,1970-01-01 03:00:00,B
case_1051,E,1970-01-01 04:00:00,G
case_1051,F,1970-01-01 05:00:00,A
case_1051,G1,1970-01-01 06:00:00,A
case_1051,H,1970-01-01 07:00:00,W
case_1051,I,1970-01-01 08:00:00,L
case_317,A,1970-01-01 00:00:00,G
case_317,B,1970-01-01 01:00:00,Z
case_317,C,1970-01-01 02:00:00,F
case_317,D3,1970-01-01 03:00:00,P
case_317,D2,1970-01-01 03:00:00,U
case_317,D1,1970-01-01 03:00:00,N
case_317,E,1970-01-01 04:00:00,U
case_317,F,1970-01-01 05:00:00,B
case_317,G2,1970-01-01 06:00:00,G
case_317,H,1970-01-01 07:00:00,L
case_317,I,1970-01-01 08:00:00,I
case_287,A,1970-01-01 00:00:00,N
case_287,B,1970-01-01 01:00:00,U
case_287,C,1970-01-01 02:00:00,F
case_287,D1,1970-01-01 03:00:00,V
case_287,D2,1970-01-01 03:00:00,M
case_287,D3,1970-01-01 03:00:00,C
case_287,E,1970-01-01 04:00:00,O
case_287,F,1970-01-01 05:00:00,C
case_287,G3,1970-01-01 06:00:00,H
case_287,H,1970-01-01 07:00:00,A
case_287,I,1970-01-01 08:00:00,N
case_827,A,1970-01-01 00:00:00,E
case_827,B,1970-01-01 01:00:00,M
case_827,C,1970-01-01 02:00:00,M
case_827,D1,1970-01-01 03:00:00,N
case_827,D2,1970-01-01 03:00:00,F
case_827,D3,1970-01-01 03:00:00,R
case_827,E,1970-01-01 04:00:00,I
case_827,F,1970-01-01 05:00:00,C
case_827,G3,1970-01-01 06:00:00,B
case_827,H,1970-01-01 07:00:00,D
case_827,I,1970-01-01 08:00:00,I
case_466,A,1970-01-01 00:00:00,K
case_466,B,1970-01-01 01:00:00,S
case_466,C,1970-01-01 02:00:00,G
case_466,D3,1970-01-01 03:00:00,O
case_466,D1,1970-01-01 03:00:00,D
case_466,D2,1970-01-01 03:00:00,L
case_466,E,1970-01-01 04:00:00,R
case_466,F,1970-01-01 05:00:00,C
case_466,G3,1970-01-01 06:00:00,Z
case_466,H,1970-01-01 07:00:00,H
case_466,I,1970-01-01 08:00:00,X
case_697,A,1970-01-01 00:00:00,B
case_697,B,1970-01-01 01:00:00,P
case_697,C,1970-01-01 02:00:00,F
case_697,D2,1970-01-01 03:00:00,X
case_697,D1,1970-01-01 03:00:00,F
case_697,D3,1970-01-01 03:00:00,O
case_697,E,1970-01-01 04:00:00,W
case_697,F,1970-01-01 05:00:00,A
case_697,G1,1970-01-01 06:00:00,Y
case_697,H,1970-01-01 07:00:00,I
case_697,I,1970-01-01 08:00:00,U
case_19,A,1970-01-01 00:00:00,O
case_19,B,1970-01-01 01:00:00,K
case_19,C,1970-01-01 02:00:00,C
case_19,D3,1970-01-01 03:00:00,N
case_19,D1,1970-01-01 03:00:00,F
case_19,D2,1970-01-01 03:00:00,I
case_19,E,1970-01-01 04:00:00,P
case_19,F,1970-01-01 05:00:00,A
case_19,G1,1970-01-01 06:00:00,D
case_19,H,1970-01-01 07:00:00,Y
case_19,I,1970-01-01 08:00:00,V
case_1636,A,1970-01-01 00:00:00,L
case_1636,B,1970-01-01 01:00:00,N
case_1636,C,1970-01-01 02:00:00,I
case_1636,D3,1970-01-01 03:00:00,T
case_1636,D1,1970-01-01 03:00:00,W
case_1636,D2,1970-01-01 03:00:00,D
case_1636,E,1970-01-01 04:00:00,K
case_1636,F,1970-01-01 05:00:00,C
case_1636,G3,1970-01-01 06:00:00,R
case_1636,H,1970-01-01 07:00:00,F
case_1636,I,1970-01-01 08:00:00,D
case_192,A,1970-01-01 00:00:00,Z
case_192,B,1970-01-01 01:00:00,S
case_192,C,1970-01-01 02:00:00,G
case_192,D2,1970-01-01 03:00:00,H
case_192,D1,1970-01-01 03:00:00,X
case_192,D3,1970-01-01 03:00:00,H
case_192,E,1970-01-01 04:00:00,E
case_192,F,1970-01-01 05:00:00,A
case_192,G1,1970-01-01 06:00:00,D
case_192,H,1970-01-01 07:00:00,N
case_192,I,1970-01-01 08:00:00,H
case_988,A,1970-01-01 00:00:00,X
case_988,B,1970-01-01 01:00:00,G
case_988,C,1970-01-01 02:00:00,U
case_988,D1,1970-01-01 03:00:00,V
case_988,D3,1970-01-01 03:00:00,Z
case_988,D2,1970-01-01 03:00:00,Y
case_988,E,1970-01-01 04:00:00,V
case_988,F,1970-01-01 05:00:00,B
case_988,G2,1970-01-01 06:00:00,F
case_988,H,1970-01-01 07:00:00,J
case_988,I,1970-01-01 08:00:00,Q
case_514,A,1970-01-01 00:00:00,L
case_514,B,1970-01-01 01:00:00,A
case_514,C,1970-01-01 02:00:00,M
case_514,D3,1970-01-01 03:00:00,J
case_514,D2,1970-01-01 03:00:00,N
case_514,D1,1970-01-01 03:00:00,C
case_514,E,1970-01-01 04:00:00,M
case_514,F,1970-01-01 05:00:00,C
case_514,G3,1970-01-01 06:00:00,I
case_514,H,1970-01-01 07:00:00,V
case_514,I,1970-01-01 08:00:00,I
case_1528,A,1970-01-01 00:00:00,W
case_1528,B,1970-01-01 01:00:00,L
case_1528,C,1970-01-01 02:00:00,Q
case_1528,D2,1970-01-01 03:00:00,A
case_1528,D1,1970-01-01 03:00:00,S
case_1528,D3,1970-01-01 03:00:00,X
case_1528,E,1970-01-01 04:00:00,R
case_1528,F,1970-01-01 05:00:00,A
case_1528,G1,1970-01-01 06:00:00,A
case_1528,H,1970-01-01 07:00:00,G
case_1528,I,1970-01-01 08:00:00,P
case_590,A,1970-01-01 00:00:00,T
case_590,B,1970-01-01 01:00:00,S
case_590,C,1970-01-01 02:00:00,R
case_590,D2,1970-01-01 03:00:00,E
case_590,D3,1970-01-01 03:00:00,A
case_590,D1,1970-01-01 03:00:00,D
case_590,E,1970-01-01 04:00:00,O
case_590,F,1970-01-01 05:00:00,B
case_590,G2,1970-01-01 06:00:00,M
case_590,H,1970-01-01 07:00:00,G
case_590,I,1970-01-01 08:00:00,B
case_540,A,1970-01-01 00:00:00,G
case_540,B,1970-01-01 01:00:00,K
case_540,C,1970-01-01 02:00:00,I
case_540,D3,1970-01-01 03:00:00,S
case_540,D1,1970-01-01 03:00:00,Z
case_540,D2,1970-01-01 03:00:00,F
case_540,E,1970-01-01 04:00:00,S
case_540,F,1970-01-01 05:00:00,B
case_540,G2,1970-01-01 06:00:00,G
case_540,H,1970-01-01 07:00:00,S
case_540,I,1970-01-01 08:00:00,D
case_254,A,1970-01-01 00:00:00,I
case_254,B,1970-01-01 01:00:00,T
case_254,C,1970-01-01 02:00:00,L
case_254,D2,1970-01-01 03:00:00,Y
case_254,D3,1970-01-01 03:00:00,H
case_254,D1,1970-01-01 03:00:00,D
case_254,E,1970-01-01 04:00:00,N
case_254,F,1970-01-01 05:00:00,B
case_254,G2,1970-01-01 06:00:00,J
case_254,H,1970-01-01 07:00:00,H
case_254,I,1970-01-01 08:00:00,W
case_1880,A,1970-01-01 00:00:00,V
case_1880,B,1970-01-01 01:00:00,L
case_1880,C,1970-01-01 02:00:00,F
case_1880,D1,1970-01-01 03:00:00,X
case_1880,D3,1970-01-01 03:00:00,L
case_1880,D2,1970-01-01 03:00:00,E
case_1880,E,1970-01-01 04:00:00,U
case_1880,F,1970-01-01 05:00:00,A
case_1880,G1,1970-01-01 06:00:00,S
case_1880,H,1970-01-01 07:00:00,H
case_1880,I,1970-01-01 08:00:00,Q
case_135,A,1970-01-01 00:00:00,K
case_135,B,1970-01-01 01:00:00,K
case_135,C,1970-01-01 02:00:00,C
case_135,D3,1970-01-01 03:00:00,G
case_135,D2,1970-01-01 03:00:00,R
case_135,D1,1970-01-01 03:00:00,M
case_135,E,1970-01-01 04:00:00,V
case_135,F,1970-01-01 05:00:00,A
case_135,G1,1970-01-01 06:00:00,X
case_135,H,1970-01-01 07:00:00,S
case_135,I,1970-01-01 08:00:00,A
case_909,A,1970-01-01 00:00:00,F
case_909,B,1970-01-01 01:00:00,Z
case_909,C,1970-01-01 02:00:00,A
case_909,D3,1970-01-01 03:00:00,N
case_909,D1,1970-01-01 03:00:00,A
case_909,D2,1970-01-01 03:00:00,F
case_909,E,1970-01-01 04:00:00,R
case_909,F,1970-01-01 05:00:00,B
case_909,G2,1970-01-01 06:00:00,L
case_909,H,1970-01-01 07:00:00,P
case_909,I,1970-01-01 08:00:00,I
case_275,A,1970-01-01 00:00:00,W
case_275,B,1970-01-01 01:00:00,W
case_275,C,1970-01-01 02:00:00,K
case_275,D3,1970-01-01 03:00:00,V
case_275,D2,1970-01-01 03:00:00,H
case_275,D1,1970-01-01 03:00:00,N
