CaseID,ActivityID,CompleteTimestamp,Resource
case_942,7,2000-01-01 05:00:00,14
case_942,12,2000-01-01 06:00:00,23
case_942,9,2000-01-01 07:00:00,9
case_942,10,2000-01-01 08:00:00,8
case_1166,0,2000-01-01 00:00:00,11
case_1166,1,2000-01-01 01:00:00,2
case_1166,2,2000-01-01 02:00:00,4
case_1166,5,2000-01-01 03:00:00,23
case_1166,3,2000-01-01 03:00:00,0
case_1166,4,2000-01-01 03:00:00,3
case_1166,6,2000-01-01 04:00:00,13
case_1166,7,2000-01-01 05:00:00,14
case_1166,12,2000-01-01 06:00:00,10
case_1166,9,2000-01-01 07:00:00,10
case_1166,10,2000-01-01 08:00:00,17
case_388,0,2000-01-01 00:00:00,14
case_388,1,2000-01-01 01:00:00,23
case_388,2,2000-01-01 02:00:00,11
case_388,5,2000-01-01 03:00:00,23
case_388,3,2000-01-01 03:00:00,22
case_388,4,2000-01-01 03:00:00,8
case_388,6,2000-01-01 04:00:00,8
case_388,7,2000-01-01 05:00:00,0
case_388,11,2000-01-01 06:00:00,2
case_388,9,2000-01-01 07:00:00,1
case_388,10,2000-01-01 08:00:00,23
case_505,0,2000-01-01 00:00:00,7
case_505,1,2000-01-01 01:00:00,15
case_505,2,2000-01-01 02:00:00,22
case_505,5,2000-01-01 03:00:00,16
case_505,4,2000-01-01 03:00:00,1
case_505,3,2000-01-01 03:00:00,5
case_505,6,2000-01-01 04:00:00,19
case_505,7,2000-01-01 05:00:00,0
case_505,11,2000-01-01 06:00:00,23
case_505,9,2000-01-01 07:00:00,23
case_505,10,2000-01-01 08:00:00,2
case_1139,0,2000-01-01 00:00:00,16
case_1139,1,2000-01-01 01:00:00,21
case_1139,2,2000-01-01 02:00:00,6
case_1139,5,2000-01-01 03:00:00,9
case_1139,4,2000-01-01 03:00:00,25
case_1139,3,2000-01-01 03:00:00,22
case_1139,6,2000-01-01 04:00:00,0
case_1139,7,2000-01-01 05:00:00,5
case_1139,8,2000-01-01 06:00:00,19
case_1139,9,2000-01-01 07:00:00,4
case_1139,10,2000-01-01 08:00:00,11
case_12,0,2000-01-01 00:00:00,17
case_12,1,2000-01-01 01:00:00,18
case_12,2,2000-01-01 02:00:00,17
case_12,5,2000-01-01 03:00:00,19
case_12,3,2000-01-01 03:00:00,14
case_12,4,2000-01-01 03:00:00,14
case_12,6,2000-01-01 04:00:00,20
case_12,7,2000-01-01 05:00:00,14
case_12,12,2000-01-01 06:00:00,10
case_12,9,2000-01-01 07:00:00,20
case_12,10,2000-01-01 08:00:00,16
case_751,0,2000-01-01 00:00:00,14
case_751,1,2000-01-01 01:00:00,9
case_751,2,2000-01-01 02:00:00,15
case_751,4,2000-01-01 03:00:00,0
case_751,3,2000-01-01 03:00:00,9
case_751,5,2000-01-01 03:00:00,24
case_751,6,2000-01-01 04:00:00,12
case_751,7,2000-01-01 05:00:00,14
case_751,12,2000-01-01 06:00:00,24
case_751,9,2000-01-01 07:00:00,23
case_751,10,2000-01-01 08:00:00,16
case_38,0,2000-01-01 00:00:00,3
case_38,1,2000-01-01 01:00:00,22
case_38,2,2000-01-01 02:00:00,1
case_38,5,2000-01-01 03:00:00,1
case_38,3,2000-01-01 03:00:00,17
case_38,4,2000-01-01 03:00:00,19
case_38,6,2000-01-01 04:00:00,20
case_38,7,2000-01-01 05:00:00,5
case_38,8,2000-01-01 06:00:00,16
case_38,9,2000-01-01 07:00:00,23
case_38,10,2000-01-01 08:00:00,10
case_571,0,2000-01-01 00:00:00,18
case_571,1,2000-01-01 01:00:00,10
case_571,2,2000-01-01 02:00:00,21
case_571,4,2000-01-01 03:00:00,11
case_571,5,2000-01-01 03:00:00,13
case_571,3,2000-01-01 03:00:00,15
case_571,6,2000-01-01 04:00:00,25
case_571,7,2000-01-01 05:00:00,14
case_571,12,2000-01-01 06:00:00,12
case_571,9,2000-01-01 07:00:00,14
case_571,10,2000-01-01 08:00:00,20
case_321,0,2000-01-01 00:00:00,0
case_321,1,2000-01-01 01:00:00,0
case_321,2,2000-01-01 02:00:00,11
case_321,3,2000-01-01 03:00:00,2
case_321,4,2000-01-01 03:00:00,23
case_321,5,2000-01-01 03:00:00,6
case_321,6,2000-01-01 04:00:00,16
case_321,7,2000-01-01 05:00:00,5
case_321,8,2000-01-01 06:00:00,8
case_321,9,2000-01-01 07:00:00,14
case_321,10,2000-01-01 08:00:00,14
case_1298,0,2000-01-01 00:00:00,0
case_1298,1,2000-01-01 01:00:00,14
case_1298,2,2000-01-01 02:00:00,13
case_1298,4,2000-01-01 03:00:00,23
case_1298,5,2000-01-01 03:00:00,6
case_1298,3,2000-01-01 03:00:00,25
case_1298,6,2000-01-01 04:00:00,13
case_1298,7,2000-01-01 05:00:00,5
case_1298,8,2000-01-01 06:00:00,11
case_1298,9,2000-01-01 07:00:00,3
case_1298,10,2000-01-01 08:00:00,22
case_1521,0,2000-01-01 00:00:00,23
case_1521,1,2000-01-01 01:00:00,18
case_1521,2,2000-01-01 02:00:00,18
case_1521,5,2000-01-01 03:00:00,20
case_1521,4,2000-01-01 03:00:00,25
case_1521,3,2000-01-01 03:00:00,5
case_1521,6,2000-01-01 04:00:00,20
case_1521,7,2000-01-01 05:00:00,14
case_1521,12,2000-01-01 06:00:00,10
case_1521,9,2000-01-01 07:00:00,19
case_1521,10,2000-01-01 08:00:00,17
case_76,0,2000-01-01 00:00:00,11
case_76,1,2000-01-01 01:00:00,13
case_76,2,2000-01-01 02:00:00,4
case_76,4,2000-01-01 03:00:00,4
case_76,5,2000-01-01 03:00:00,17
case_76,3,2000-01-01 03:00:00,13
case_76,6,2000-01-01 04:00:00,11
case_76,7,2000-01-01 05:00:00,0
case_76,11,2000-01-01 06:00:00,20
case_76,9,2000-01-01 07:00:00,8
case_76,10,2000-01-01 08:00:00,3
case_1842,0,2000-01-01 00:00:00,2
case_1842,1,2000-01-01 01:00:00,13
case_1842,2,2000-01-01 02:00:00,2
case_1842,5,2000-01-01 03:00:00,16
case_1842,4,2000-01-01 03:00:00,25
case_1842,3,2000-01-01 03:00:00,0
case_1842,6,2000-01-01 04:00:00,12
case_1842,7,2000-01-01 05:00:00,5
case_1842,8,2000-01-01 06:00:00,7
case_1842,9,2000-01-01 07:00:00,24
case_1842,10,2000-01-01 08:00:00,14
case_1302,0,2000-01-01 00:00:00,13
case_1302,1,2000-01-01 01:00:00,25
case_1302,2,2000-01-01 02:00:00,24
case_1302,4,2000-01-01 03:00:00,4
case_1302,3,2000-01-01 03:00:00,15
case_1302,5,2000-01-01 03:00:00,6
case_1302,6,2000-01-01 04:00:00,22
case_1302,7,2000-01-01 05:00:00,0
case_1302,11,2000-01-01 06:00:00,12
case_1302,9,2000-01-01 07:00:00,18
case_1302,10,2000-01-01 08:00:00,13
case_32,0,2000-01-01 00:00:00,8
case_32,1,2000-01-01 01:00:00,0
case_32,2,2000-01-01 02:00:00,9
case_32,5,2000-01-01 03:00:00,7
case_32,4,2000-01-01 03:00:00,7
case_32,3,2000-01-01 03:00:00,22
case_32,6,2000-01-01 04:00:00,2
case_32,7,2000-01-01 05:00:00,5
case_32,8,2000-01-01 06:00:00,10
case_32,9,2000-01-01 07:00:00,9
case_32,10,2000-01-01 08:00:00,3
case_1866,0,2000-01-01 00:00:00,24
case_1866,1,2000-01-01 01:00:00,22
case_1866,2,2000-01-01 02:00:00,3
case_1866,3,2000-01-01 03:00:00,12
case_1866,4,2000-01-01 03:00:00,24
case_1866,5,2000-01-01 03:00:00,17
case_1866,6,2000-01-01 04:00:00,6
case_1866,7,2000-01-01 05:00:00,14
case_1866,12,2000-01-01 06:00:00,21
case_1866,9,2000-01-01 07:00:00,19
case_1866,10,2000-01-01 08:00:00,14
case_1788,0,2000-01-01 00:00:00,0
case_1788,1,2000-01-01 01:00:00,0
case_1788,2,2000-01-01 02:00:00,22
case_1788,4,2000-01-01 03:00:00,21
case_1788,3,2000-01-01 03:00:00,17
case_1788,5,2000-01-01 03:00:00,6
case_1788,6,2000-01-01 04:00:00,25
case_1788,7,2000-01-01 05:00:00,5
case_1788,8,2000-01-01 06:00:00,23
case_1788,9,2000-01-01 07:00:00,12
case_1788,10,2000-01-01 08:00:00,7
case_537,0,2000-01-01 00:00:00,3
case_537,1,2000-01-01 01:00:00,8
case_537,2,2000-01-01 02:00:00,5
case_537,4,2000-01-01 03:00:00,21
case_537,5,2000-01-01 03:00:00,13
case_537,3,2000-01-01 03:00:00,20
case_537,6,2000-01-01 04:00:00,18
case_537,7,2000-01-01 05:00:00,5
case_537,8,2000-01-01 06:00:00,22
case_537,9,2000-01-01 07:00:00,12
case_537,10,2000-01-01 08:00:00,11
case_1941,0,2000-01-01 00:00:00,22
case_1941,1,2000-01-01 01:00:00,18
case_1941,2,2000-01-01 02:00:00,21
case_1941,5,2000-01-01 03:00:00,23
case_1941,3,2000-01-01 03:00:00,10
case_1941,4,2000-01-01 03:00:00,18
case_1941,6,2000-01-01 04:00:00,5
case_1941,7,2000-01-01 05:00:00,5
case_1941,8,2000-01-01 06:00:00,10
case_1941,9,2000-01-01 07:00:00,5
case_1941,10,2000-01-01 08:00:00,13
case_1470,0,2000-01-01 00:00:00,7
case_1470,1,2000-01-01 01:00:00,3
case_1470,2,2000-01-01 02:00:00,6
case_1470,5,2000-01-01 03:00:00,23
case_1470,4,2000-01-01 03:00:00,20
case_1470,3,2000-01-01 03:00:00,10
case_1470,6,2000-01-01 04:00:00,25
case_1470,7,2000-01-01 05:00:00,5
case_1470,8,2000-01-01 06:00:00,17
case_1470,9,2000-01-01 07:00:00,17
case_1470,10,2000-01-01 08:00:00,12
case_511,0,2000-01-01 00:00:00,1
case_511,1,2000-01-01 01:00:00,12
case_511,2,2000-01-01 02:00:00,21
case_511,5,2000-01-01 03:00:00,6
case_511,4,2000-01-01 03:00:00,3
case_511,3,2000-01-01 03:00:00,11
case_511,6,2000-01-01 04:00:00,23
case_511,7,2000-01-01 05:00:00,0
case_511,11,2000-01-01 06:00:00,10
case_511,9,2000-01-01 07:00:00,19
case_511,10,2000-01-01 08:00:00,5
case_1657,0,2000-01-01 00:00:00,20
case_1657,1,2000-01-01 01:00:00,4
case_1657,2,2000-01-01 02:00:00,18
case_1657,3,2000-01-01 03:00:00,23
case_1657,5,2000-01-01 03:00:00,1
case_1657,4,2000-01-01 03:00:00,4
case_1657,6,2000-01-01 04:00:00,17
case_1657,7,2000-01-01 05:00:00,5
case_1657,8,2000-01-01 06:00:00,17
case_1657,9,2000-01-01 07:00:00,23
case_1657,10,2000-01-01 08:00:00,18
case_110,0,2000-01-01 00:00:00,9
case_110,1,2000-01-01 01:00:00,23
case_110,2,2000-01-01 02:00:00,20
case_110,4,2000-01-01 03:00:00,22
case_110,5,2000-01-01 03:00:00,1
case_110,3,2000-01-01 03:00:00,3
case_110,6,2000-01-01 04:00:00,16
case_110,7,2000-01-01 05:00:00,14
case_110,12,2000-01-01 06:00:00,20
case_110,9,2000-01-01 07:00:00,9
case_110,10,2000-01-01 08:00:00,6
case_1486,0,2000-01-01 00:00:00,23
case_1486,1,2000-01-01 01:00:00,21
case_1486,2,2000-01-01 02:00:00,19
case_1486,5,2000-01-01 03:00:00,4
case_1486,4,2000-01-01 03:00:00,22
case_1486,3,2000-01-01 03:00:00,8
case_1486,6,2000-01-01 04:00:00,4
case_1486,7,2000-01-01 05:00:00,14
case_1486,12,2000-01-01 06:00:00,21
case_1486,9,2000-01-01 07:00:00,19
case_1486,10,2000-01-01 08:00:00,17
case_87,0,2000-01-01 00:00:00,23
case_87,1,2000-01-01 01:00:00,9
case_87,2,2000-01-01 02:00:00,19
case_87,5,2000-01-01 03:00:00,3
case_87,3,2000-01-01 03:00:00,1
case_87,4,2000-01-01 03:00:00,14
case_87,6,2000-01-01 04:00:00,7
case_87,7,2000-01-01 05:00:00,5
case_87,8,2000-01-01 06:00:00,19
case_87,9,2000-01-01 07:00:00,0
case_87,10,2000-01-01 08:00:00,25
case_232,0,2000-01-01 00:00:00,16
case_232,1,2000-01-01 01:00:00,3
case_232,2,2000-01-01 02:00:00,20
case_232,4,2000-01-01 03:00:00,5
case_232,3,2000-01-01 03:00:00,13
case_232,5,2000-01-01 03:00:00,0
case_232,6,2000-01-01 04:00:00,23
case_232,7,2000-01-01 05:00:00,0
case_232,11,2000-01-01 06:00:00,14
case_232,9,2000-01-01 07:00:00,23
case_232,10,2000-01-01 08:00:00,25
case_1478,0,2000-01-01 00:00:00,20
case_1478,1,2000-01-01 01:00:00,11
case_1478,2,2000-01-01 02:00:00,12
case_1478,3,2000-01-01 03:00:00,6
case_1478,5,2000-01-01 03:00:00,14
case_1478,4,2000-01-01 03:00:00,24
case_1478,6,2000-01-01 04:00:00,23
case_1478,7,2000-01-01 05:00:00,5
case_1478,8,2000-01-01 06:00:00,23
case_1478,9,2000-01-01 07:00:00,14
case_1478,10,2000-01-01 08:00:00,16
case_1136,0,2000-01-01 00:00:00,23
case_1136,1,2000-01-01 01:00:00,12
case_1136,2,2000-01-01 02:00:00,13
case_1136,4,2000-01-01 03:00:00,20
case_1136,5,2000-01-01 03:00:00,21
case_1136,3,2000-01-01 03:00:00,12
case_1136,6,2000-01-01 04:00:00,0
case_1136,7,2000-01-01 05:00:00,0
case_1136,11,2000-01-01 06:00:00,23
case_1136,9,2000-01-01 07:00:00,19
case_1136,10,2000-01-01 08:00:00,22
case_1490,0,2000-01-01 00:00:00,10
case_1490,1,2000-01-01 01:00:00,8
case_1490,2,2000-01-01 02:00:00,15
case_1490,3,2000-01-01 03:00:00,12
case_1490,5,2000-01-01 03:00:00,10
case_1490,4,2000-01-01 03:00:00,13
case_1490,6,2000-01-01 04:00:00,5
case_1490,7,2000-01-01 05:00:00,5
case_1490,8,2000-01-01 06:00:00,23
case_1490,9,2000-01-01 07:00:00,5
case_1490,10,2000-01-01 08:00:00,3
case_907,0,2000-01-01 00:00:00,16
case_907,1,2000-01-01 01:00:00,4
case_907,2,2000-01-01 02:00:00,1
case_907,3,2000-01-01 03:00:00,19
case_907,5,2000-01-01 03:00:00,25
case_907,4,2000-01-01 03:00:00,10
case_907,6,2000-01-01 04:00:00,13
case_907,7,2000-01-01 05:00:00,14
case_907,12,2000-01-01 06:00:00,1
case_907,9,2000-01-01 07:00:00,8
case_907,10,2000-01-01 08:00:00,11
case_468,0,2000-01-01 00:00:00,11
case_468,1,2000-01-01 01:00:00,19
case_468,2,2000-01-01 02:00:00,7
case_468,3,2000-01-01 03:00:00,6
case_468,5,2000-01-01 03:00:00,5
case_468,4,2000-01-01 03:00:00,15
case_468,6,2000-01-01 04:00:00,24
case_468,7,2000-01-01 05:00:00,0
case_468,11,2000-01-01 06:00:00,12
case_468,9,2000-01-01 07:00:00,18
case_468,10,2000-01-01 08:00:00,13
case_1337,0,2000-01-01 00:00:00,22
case_1337,1,2000-01-01 01:00:00,12
case_1337,2,2000-01-01 02:00:00,6
case_1337,3,2000-01-01 03:00:00,6
case_1337,4,2000-01-01 03:00:00,12
case_1337,5,2000-01-01 03:00:00,0
case_1337,6,2000-01-01 04:00:00,10
case_1337,7,2000-01-01 05:00:00,14
case_1337,12,2000-01-01 06:00:00,7
case_1337,9,2000-01-01 07:00:00,3
case_1337,10,2000-01-01 08:00:00,21
case_483,0,2000-01-01 00:00:00,21
case_483,1,2000-01-01 01:00:00,6
case_483,2,2000-01-01 02:00:00,22
case_483,4,2000-01-01 03:00:00,22
case_483,3,2000-01-01 03:00:00,16
case_483,5,2000-01-01 03:00:00,15
case_483,6,2000-01-01 04:00:00,10
case_483,7,2000-01-01 05:00:00,0
case_483,11,2000-01-01 06:00:00,22
case_483,9,2000-01-01 07:00:00,4
case_483,10,2000-01-01 08:00:00,9
case_120,0,2000-01-01 00:00:00,15
case_120,1,2000-01-01 01:00:00,10
case_120,2,2000-01-01 02:00:00,10
case_120,4,2000-01-01 03:00:00,14
case_120,5,2000-01-01 03:00:00,0
case_120,3,2000-01-01 03:00:00,3
case_120,6,2000-01-01 04:00:00,18
case_120,7,2000-01-01 05:00:00,5
case_120,8,2000-01-01 06:00:00,1
case_120,9,2000-01-01 07:00:00,23
case_120,10,2000-01-01 08:00:00,0
case_24,0,2000-01-01 00:00:00,3
case_24,1,2000-01-01 01:00:00,24
case_24,2,2000-01-01 02:00:00,12
case_24,3,2000-01-01 03:00:00,21
case_24,4,2000-01-01 03:00:00,18
case_24,5,2000-01-01 03:00:00,11
case_24,6,2000-01-01 04:00:00,21
case_24,7,2000-01-01 05:00:00,5
case_24,8,2000-01-01 06:00:00,24
case_24,9,2000-01-01 07:00:00,21
case_24,10,2000-01-01 08:00:00,10
case_1961,0,2000-01-01 00:00:00,2
case_1961,1,2000-01-01 01:00:00,15
case_1961,2,2000-01-01 02:00:00,5
case_1961,5,2000-01-01 03:00:00,25
case_1961,4,2000-01-01 03:00:00,6
case_1961,3,2000-01-01 03:00:00,10
case_1961,6,2000-01-01 04:00:00,13
case_1961,7,2000-01-01 05:00:00,5
case_1961,8,2000-01-01 06:00:00,1
case_1961,9,2000-01-01 07:00:00,21
case_1961,10,2000-01-01 08:00:00,11
case_448,0,2000-01-01 00:00:00,22
case_448,1,2000-01-01 01:00:00,0
case_448,2,2000-01-01 02:00:00,3
case_448,4,2000-01-01 03:00:00,5
case_448,3,2000-01-01 03:00:00,23
case_448,5,2000-01-01 03:00:00,20
case_448,6,2000-01-01 04:00:00,6
case_448,7,2000-01-01 05:00:00,14
case_448,12,2000-01-01 06:00:00,7
case_448,9,2000-01-01 07:00:00,20
case_448,10,2000-01-01 08:00:00,0
case_1364,0,2000-01-01 00:00:00,24
case_1364,1,2000-01-01 01:00:00,20
case_1364,2,2000-01-01 02:00:00,20
case_1364,5,2000-01-01 03:00:00,12
case_1364,3,2000-01-01 03:00:00,25
case_1364,4,2000-01-01 03:00:00,23
case_1364,6,2000-01-01 04:00:00,20
case_1364,7,2000-01-01 05:00:00,5
case_1364,8,2000-01-01 06:00:00,11
case_1364,9,2000-01-01 07:00:00,5
case_1364,10,2000-01-01 08:00:00,2
case_382,0,2000-01-01 00:00:00,14
case_382,1,2000-01-01 01:00:00,5
case_382,2,2000-01-01 02:00:00,10
case_382,5,2000-01-01 03:00:00,17
case_382,4,2000-01-01 03:00:00,25
case_382,3,2000-01-01 03:00:00,19
case_382,6,2000-01-01 04:00:00,23
case_382,7,2000-01-01 05:00:00,0
case_382,11,2000-01-01 06:00:00,10
case_382,9,2000-01-01 07:00:00,1
case_382,10,2000-01-01 08:00:00,3
case_1884,0,2000-01-01 00:00:00,6
case_1884,1,2000-01-01 01:00:00,23
case_1884,2,2000-01-01 02:00:00,18
case_1884,3,2000-01-01 03:00:00,11
case_1884,5,2000-01-01 03:00:00,21
case_1884,4,2000-01-01 03:00:00,8
case_1884,6,2000-01-01 04:00:00,1
case_1884,7,2000-01-01 05:00:00,0
case_1884,11,2000-01-01 06:00:00,2
case_1884,9,2000-01-01 07:00:00,1
case_1884,10,2000-01-01 08:00:00,15
case_561,0,2000-01-01 00:00:00,16
case_561,1,2000-01-01 01:00:00,1
case_561,2,2000-01-01 02:00:00,9
case_561,4,2000-01-01 03:00:00,0
case_561,5,2000-01-01 03:00:00,7
case_561,3,2000-01-01 03:00:00,7
case_561,6,2000-01-01 04:00:00,3
case_561,7,2000-01-01 05:00:00,14
case_561,12,2000-01-01 06:00:00,1
case_561,9,2000-01-01 07:00:00,0
case_561,10,2000-01-01 08:00:00,24
case_1318,0,2000-01-01 00:00:00,3
case_1318,1,2000-01-01 01:00:00,3
case_1318,2,2000-01-01 02:00:00,17
case_1318,3,2000-01-01 03:00:00,1
case_1318,4,2000-01-01 03:00:00,2
case_1318,5,2000-01-01 03:00:00,25
case_1318,6,2000-01-01 04:00:00,20
case_1318,7,2000-01-01 05:00:00,0
case_1318,11,2000-01-01 06:00:00,1
case_1318,9,2000-01-01 07:00:00,13
case_1318,10,2000-01-01 08:00:00,6
case_1908,0,2000-01-01 00:00:00,24
case_1908,1,2000-01-01 01:00:00,6
case_1908,2,2000-01-01 02:00:00,19
case_1908,3,2000-01-01 03:00:00,18
case_1908,4,2000-01-01 03:00:00,7
case_1908,5,2000-01-01 03:00:00,24
case_1908,6,2000-01-01 04:00:00,4
case_1908,7,2000-01-01 05:00:00,5
case_1908,8,2000-01-01 06:00:00,14
case_1908,9,2000-01-01 07:00:00,4
case_1908,10,2000-01-01 08:00:00,4
case_413,0,2000-01-01 00:00:00,24
case_413,1,2000-01-01 01:00:00,7
case_413,2,2000-01-01 02:00:00,25
case_413,3,2000-01-01 03:00:00,6
case_413,4,2000-01-01 03:00:00,12
case_413,5,2000-01-01 03:00:00,10
case_413,6,2000-01-01 04:00:00,25
case_413,7,2000-01-01 05:00:00,5
case_413,8,2000-01-01 06:00:00,12
case_413,9,2000-01-01 07:00:00,5
case_413,10,2000-01-01 08:00:00,21
case_1945,0,2000-01-01 00:00:00,23
case_1945,1,2000-01-01 01:00:00,19
case_1945,2,2000-01-01 02:00:00,8
case_1945,4,2000-01-01 03:00:00,11
case_1945,5,2000-01-01 03:00:00,7
case_1945,3,2000-01-01 03:00:00,13
case_1945,6,2000-01-01 04:00:00,6
case_1945,7,2000-01-01 05:00:00,0
case_1945,11,2000-01-01 06:00:00,19
case_1945,9,2000-01-01 07:00:00,0
case_1945,10,2000-01-01 08:00:00,5
case_1397,0,2000-01-01 00:00:00,7
case_1397,1,2000-01-01 01:00:00,20
case_1397,2,2000-01-01 02:00:00,21
case_1397,4,2000-01-01 03:00:00,10
case_1397,3,2000-01-01 03:00:00,8
case_1397,5,2000-01-01 03:00:00,13
case_1397,6,2000-01-01 04:00:00,22
case_1397,7,2000-01-01 05:00:00,0
case_1397,11,2000-01-01 06:00:00,18
case_1397,9,2000-01-01 07:00:00,14
case_1397,10,2000-01-01 08:00:00,1
case_1474,0,2000-01-01 00:00:00,24
case_1474,1,2000-01-01 01:00:00,1
case_1474,2,2000-01-01 02:00:00,7
case_1474,3,2000-01-01 03:00:00,15
case_1474,4,2000-01-01 03:00:00,7
case_1474,5,2000-01-01 03:00:00,12
case_1474,6,2000-01-01 04:00:00,23
case_1474,7,2000-01-01 05:00:00,5
case_1474,8,2000-01-01 06:00:00,14
case_1474,9,2000-01-01 07:00:00,23
case_1474,10,2000-01-01 08:00:00,14
case_1480,0,2000-01-01 00:00:00,7
case_1480,1,2000-01-01 01:00:00,22
case_1480,2,2000-01-01 02:00:00,10
case_1480,5,2000-01-01 03:00:00,23
case_1480,3,2000-01-01 03:00:00,18
case_1480,4,2000-01-01 03:00:00,3
case_1480,6,2000-01-01 04:00:00,14
case_1480,7,2000-01-01 05:00:00,14
case_1480,12,2000-01-01 06:00:00,18
case_1480,9,2000-01-01 07:00:00,21
case_1480,10,2000-01-01 08:00:00,4
case_643,0,2000-01-01 00:00:00,14
case_643,1,2000-01-01 01:00:00,24
case_643,2,2000-01-01 02:00:00,9
case_643,4,2000-01-01 03:00:00,0
case_643,3,2000-01-01 03:00:00,24
case_643,5,2000-01-01 03:00:00,20
case_643,6,2000-01-01 04:00:00,16
case_643,7,2000-01-01 05:00:00,14
case_643,12,2000-01-01 06:00:00,4
case_643,9,2000-01-01 07:00:00,24
case_643,10,2000-01-01 08:00:00,2
case_680,0,2000-01-01 00:00:00,11
case_680,1,2000-01-01 01:00:00,19
case_680,2,2000-01-01 02:00:00,24
case_680,5,2000-01-01 03:00:00,3
case_680,4,2000-01-01 03:00:00,4
case_680,3,2000-01-01 03:00:00,13
case_680,6,2000-01-01 04:00:00,21
case_680,7,2000-01-01 05:00:00,0
case_680,11,2000-01-01 06:00:00,11
case_680,9,2000-01-01 07:00:00,4
case_680,10,2000-01-01 08:00:00,2
case_1249,0,2000-01-01 00:00:00,7
case_1249,1,2000-01-01 01:00:00,1
case_1249,2,2000-01-01 02:00:00,5
case_1249,4,2000-01-01 03:00:00,11
case_1249,3,2000-01-01 03:00:00,13
case_1249,5,2000-01-01 03:00:00,10
case_1249,6,2000-01-01 04:00:00,24
case_1249,7,2000-01-01 05:00:00,5
case_1249,8,2000-01-01 06:00:00,15
case_1249,9,2000-01-01 07:00:00,9
case_1249,10,2000-01-01 08:00:00,5
case_1128,0,2000-01-01 00:00:00,20
case_1128,1,2000-01-01 01:00:00,13
case_1128,2,2000-01-01 02:00:00,22
case_1128,4,2000-01-01 03:00:00,13
case_1128,5,2000-01-01 03:00:00,25
case_1128,3,2000-01-01 03:00:00,0
case_1128,6,2000-01-01 04:00:00,10
case_1128,7,2000-01-01 05:00:00,0
case_1128,11,2000-01-01 06:00:00,15
case_1128,9,2000-01-01 07:00:00,1
case_1128,10,2000-01-01 08:00:00,24
case_623,0,2000-01-01 00:00:00,16
case_623,1,2000-01-01 01:00:00,16
case_623,2,2000-01-01 02:00:00,23
case_623,4,2000-01-01 03:00:00,13
case_623,5,2000-01-01 03:00:00,6
case_623,3,2000-01-01 03:00:00,22
case_623,6,2000-01-01 04:00:00,6
case_623,7,2000-01-01 05:00:00,0
case_623,11,2000-01-01 06:00:00,9
case_623,9,2000-01-01 07:00:00,14
case_623,10,2000-01-01 08:00:00,21
case_983,0,2000-01-01 00:00:00,2
case_983,1,2000-01-01 01:00:00,20
case_983,2,2000-01-01 02:00:00,4
case_983,4,2000-01-01 03:00:00,1
case_983,5,2000-01-01 03:00:00,24
case_983,3,2000-01-01 03:00:00,24
case_983,6,2000-01-01 04:00:00,11
case_983,7,2000-01-01 05:00:00,5
case_983,8,2000-01-01 06:00:00,0
case_983,9,2000-01-01 07:00:00,15
case_983,10,2000-01-01 08:00:00,0
case_496,0,2000-01-01 00:00:00,20
case_496,1,2000-01-01 01:00:00,24
case_496,2,2000-01-01 02:00:00,11
case_496,4,2000-01-01 03:00:00,9
case_496,5,2000-01-01 03:00:00,23
case_496,3,2000-01-01 03:00:00,0
case_496,6,2000-01-01 04:00:00,17
case_496,7,2000-01-01 05:00:00,5
case_496,8,2000-01-01 06:00:00,13
case_496,9,2000-01-01 07:00:00,3
case_496,10,2000-01-01 08:00:00,24
case_846,0,2000-01-01 00:00:00,19
case_846,1,2000-01-01 01:00:00,5
case_846,2,2000-01-01 02:00:00,19
case_846,5,2000-01-01 03:00:00,24
case_846,4,2000-01-01 03:00:00,11
case_846,3,2000-01-01 03:00:00,18
case_846,6,2000-01-01 04:00:00,15
case_846,7,2000-01-01 05:00:00,0
case_846,11,2000-01-01 06:00:00,9
case_846,9,2000-01-01 07:00:00,21
case_846,10,2000-01-01 08:00:00,17
case_1504,0,2000-01-01 00:00:00,25
case_1504,1,2000-01-01 01:00:00,11
case_1504,2,2000-01-01 02:00:00,2
case_1504,3,2000-01-01 03:00:00,16
case_1504,5,2000-01-01 03:00:00,23
case_1504,4,2000-01-01 03:00:00,0
case_1504,6,2000-01-01 04:00:00,3
case_1504,7,2000-01-01 05:00:00,5
case_1504,8,2000-01-01 06:00:00,11
case_1504,9,2000-01-01 07:00:00,13
case_1504,10,2000-01-01 08:00:00,4
case_1177,0,2000-01-01 00:00:00,19
case_1177,1,2000-01-01 01:00:00,16
case_1177,2,2000-01-01 02:00:00,25
case_1177,5,2000-01-01 03:00:00,10
case_1177,3,2000-01-01 03:00:00,0
case_1177,4,2000-01-01 03:00:00,4
case_1177,6,2000-01-01 04:00:00,23
case_1177,7,2000-01-01 05:00:00,14
case_1177,12,2000-01-01 06:00:00,18
case_1177,9,2000-01-01 07:00:00,0
case_1177,10,2000-01-01 08:00:00,8
case_552,0,2000-01-01 00:00:00,18
case_552,1,2000-01-01 01:00:00,17
case_552,2,2000-01-01 02:00:00,10
case_552,4,2000-01-01 03:00:00,3
case_552,3,2000-01-01 03:00:00,25
case_552,5,2000-01-01 03:00:00,3
case_552,6,2000-01-01 04:00:00,17
case_552,7,2000-01-01 05:00:00,14
